=============================== INPUT ARGUMENTS ================================

•Documents:
  - documents/esp-01.txt
  - documents/esp-02.txt
  - documents/esp-03.txt
  - documents/esp-04.txt
  - documents/esp-05.txt
  - documents/esp-06.txt
  - documents/esp-07.txt
  - documents/esp-08.txt
  - documents/esp-09.txt
  - documents/esp-10.txt

•Stop Words File: stop-words/stop-words-es.txt
•Lemmatization File: lemmatization/corpus-es.json

=============================== TABLES OF TERMS ================================

=========================== documents/esp-01.txt ==========================

Term                                    TF         IDF       TFIDF          Index
detuvo                            0.000000    0.698970    0.000000            N/A
devoraban                         0.000000    1.000000    0.000000            N/A
diaria                            1.000000    1.000000    0.046899           8, 5
diccionario                       0.000000    1.000000    0.000000            N/A
dicho                             0.000000    1.000000    0.000000            N/A
dichos                            0.000000    1.000000    0.000000            N/A
diera                             0.000000    1.000000    0.000000            N/A
diez                              0.000000    1.000000    0.000000            N/A
diezmados                         0.000000    1.000000    0.000000            N/A
difano                            0.000000    1.000000    0.000000            N/A
difcil                            1.000000    0.698970    0.046899          3, 58
diferente                         0.000000    1.000000    0.000000            N/A
dificultades                      0.000000    1.000000    0.000000            N/A
dije                              0.000000    1.000000    0.000000            N/A
diminuto                          0.000000    1.000000    0.000000            N/A
diminutos                         0.000000    1.000000    0.000000            N/A
dira                              0.000000    1.000000    0.000000            N/A
dirig                             0.000000    1.000000    0.000000            N/A
disciplinados                     0.000000    1.000000    0.000000            N/A
disco                             0.000000    1.000000    0.000000            N/A
disecaron                         0.000000    1.000000    0.000000            N/A
disfraces                         0.000000    1.000000    0.000000            N/A
disfrazado                        0.000000    1.000000    0.000000            N/A
disfrazados                       0.000000    1.000000    0.000000            N/A
disimulada                        0.000000    1.000000    0.000000            N/A
dispar                            0.000000    1.000000    0.000000            N/A
distancia                         0.000000    0.698970    0.000000            N/A
distante                          0.000000    1.000000    0.000000            N/A
distinguir                        1.000000    1.000000    0.046899          3, 59
distinta                          0.000000    1.000000    0.000000            N/A
distinto                          1.000000    0.698970    0.046899          13, 6
diversos                          0.000000    1.000000    0.000000            N/A
