=============================== INPUT ARGUMENTS ================================

•Documents:
  - documents/esp-01.txt
  - documents/esp-02.txt
  - documents/esp-03.txt

•Stop Words File: stop-words/stop-words-es.txt
•Lemmatization File: lemmatization/corpus-es.json

=============================== TABLES OF TERMS ================================

=========================== documents/esp-01.txt ==========================

Term                                    TF         IDF       TFIDF          Index
amanecer                          0.000000    0.477121    0.000000            N/A
amplio                            0.000000    0.477121    0.000000            N/A
an                                1.000000    0.176091    0.076490          0, 12
ancho                             0.000000    0.477121    0.000000            N/A
andando                           1.000000    0.477121    0.076490           3, 1
antiguas                          0.000000    0.477121    0.000000            N/A
apenas                            0.000000    0.477121    0.000000            N/A
aprenda                           0.000000    0.477121    0.000000            N/A
apurado                           1.000000    0.477121    0.076490          2, 31
aquella                           0.000000    0.477121    0.000000            N/A
arena                             0.000000    0.477121    0.000000            N/A
as                                0.000000    0.477121    0.000000            N/A
asomaba                           0.000000    0.477121    0.000000            N/A
atencin                           0.000000    0.477121    0.000000            N/A
atentar                           0.000000    0.477121    0.000000            N/A
atraa                             0.000000    0.477121    0.000000            N/A
atrapados                         1.000000    0.477121    0.076490          0, 56
atrs                              0.000000    0.477121    0.000000            N/A
aunque                            1.000000    0.000000    0.076490          1, 48
avanzaba                          1.000000    0.176091    0.076490          2, 15
bastaba                           0.000000    0.176091    0.000000            N/A
belleza                           0.000000    0.477121    0.000000            N/A
blanca                            0.000000    0.477121    0.000000            N/A
bolgrafo                          0.000000    0.477121    0.000000            N/A
borde                             0.000000    0.477121    0.000000            N/A
bosque                            1.477121    0.477121    0.112986          0, 38
brillaba                          1.000000    0.477121    0.076490          0, 13
brillaban                         0.000000    0.477121    0.000000            N/A
brillando                         0.000000    0.477121    0.000000            N/A
brillante                         0.000000    0.477121    0.000000            N/A
brisa                             0.000000    0.477121    0.000000            N/A
buscarla                          0.000000    0.477121    0.000000            N/A
caa                               1.000000    0.477121    0.076490          1, 20
calma                             0.000000    0.176091    0.000000            N/A
cambi                             0.000000    0.477121    0.000000            N/A
cambiar                           0.000000    0.477121    0.000000            N/A
camin                             1.000000    0.176091    0.076490          0, 31
caminar                           0.000000    0.477121    0.000000            N/A
caminata                          0.000000    0.477121    0.000000            N/A
camino                            0.000000    0.477121    0.000000            N/A
cantar                            0.000000    0.477121    0.000000            N/A
caracol                           1.000000    0.477121    0.076490          2, 14
cargado                           1.000000    0.477121    0.076490          1, 37
casa                              1.000000    0.477121    0.076490           0, 9
casi                              0.000000    0.477121    0.000000            N/A
cerca                             0.000000    0.477121    0.000000            N/A
cerr                              0.000000    0.477121    0.000000            N/A
chapotear                         0.000000    0.477121    0.000000            N/A
charcos                           1.000000    0.477121    0.076490          0, 42
cielo                             1.000000    0.000000    0.076490          0, 46
claro                             1.000000    0.477121    0.076490           3, 6
clase                             0.000000    0.477121    0.000000            N/A
clido                             0.000000    0.477121    0.000000            N/A
cmo                               0.000000    0.477121    0.000000            N/A
colgaba                           0.000000    0.477121    0.000000            N/A
coloridas                         0.000000    0.477121    0.000000            N/A
comenzaba                         1.000000    0.176091    0.076490           3, 9
comienzo                          0.000000    0.477121    0.000000            N/A
compar                            0.000000    0.477121    0.000000            N/A
completamente                     0.000000    0.477121    0.000000            N/A
comprend                          1.000000    0.176091    0.076490          2, 51
conectado                         0.000000    0.477121    0.000000            N/A
conmigo                           0.000000    0.477121    0.000000            N/A
conservaba                        0.000000    0.477121    0.000000            N/A
constante                         0.000000    0.477121    0.000000            N/A
contrario                         0.000000    0.477121    0.000000            N/A
conviviendo                       0.000000    0.477121    0.000000            N/A
cosas                             1.000000    0.176091    0.076490          4, 21
crculos                           0.000000    0.477121    0.000000            N/A
crujido                           1.000000    0.477121    0.076490           1, 5
cruz                              0.000000    0.477121    0.000000            N/A
cruzaban                          0.000000    0.477121    0.000000            N/A
cuaderno                          0.000000    0.477121    0.000000            N/A
cualquier                         0.000000    0.477121    0.000000            N/A
cubierto                          1.000000    0.176091    0.076490           2, 6
cuenta                            1.000000    0.176091    0.076490          1, 43
cuntas                            1.000000    0.477121    0.076490          2, 28
cuntos                            0.000000    0.477121    0.000000            N/A
da                                0.000000    0.176091    0.000000            N/A
danza                             0.000000    0.477121    0.000000            N/A
de                                2.041393    0.000000    0.156147           0, 8
deba                              0.000000    0.477121    0.000000            N/A
debajo                            0.000000    0.477121    0.000000            N/A
decid                             0.000000    0.477121    0.000000            N/A
decir                             1.000000    0.176091    0.076490          1, 42
dej                               0.000000    0.176091    0.000000            N/A
dejaba                            0.000000    0.477121    0.000000            N/A
dejado                            0.000000    0.477121    0.000000            N/A
dejando                           1.000000    0.477121    0.076490          0, 35
dejo                              0.000000    0.477121    0.000000            N/A
demasiada                         0.000000    0.477121    0.000000            N/A
demasiado                         0.000000    0.176091    0.000000            N/A
denso                             1.000000    0.477121    0.076490          1, 36
derecha                           0.000000    0.477121    0.000000            N/A
desaparecer                       1.000000    0.176091    0.076490          1, 29
desapareci                        0.000000    0.176091    0.000000            N/A
deseo                             0.000000    0.477121    0.000000            N/A
despacio                          0.000000    0.477121    0.000000            N/A
despejado                         0.000000    0.477121    0.000000            N/A
despertada                        1.000000    0.477121    0.076490          0, 30
despertar                         0.000000    0.477121    0.000000            N/A
despleg                           0.000000    0.477121    0.000000            N/A
despus                            0.000000    0.477121    0.000000            N/A
desvanecerse                      0.000000    0.477121    0.000000            N/A
detalle                           1.000000    0.477121    0.076490          4, 25
detenido                          0.000000    0.477121    0.000000            N/A
detiene                           0.000000    0.477121    0.000000            N/A
detuve                            1.000000    0.176091    0.076490           2, 1
diaria                            0.000000    0.477121    0.000000            N/A
difcil                            0.000000    0.477121    0.000000            N/A
distinguir                        0.000000    0.477121    0.000000            N/A
distinto                          1.000000    0.176091    0.076490          4, 13
dnde                              0.000000    0.477121    0.000000            N/A
doblaban                          1.000000    0.477121    0.076490          1, 10
dorados                           0.000000    0.477121    0.000000            N/A
durante                           1.000000    0.477121    0.076490           0, 2
embargar                          0.000000    0.477121    0.000000            N/A
encontr                           0.000000    0.477121    0.000000            N/A
encontraba                        0.000000    0.477121    0.000000            N/A
encontrarse                       0.000000    0.477121    0.000000            N/A
entera                            0.000000    0.477121    0.000000            N/A
envolvi                           0.000000    0.477121    0.000000            N/A
equilibrio                        0.000000    0.477121    0.000000            N/A
esa                               0.000000    0.176091    0.000000            N/A
esas                              0.000000    0.477121    0.000000            N/A
escondemos                        0.000000    0.477121    0.000000            N/A
escondida                         0.000000    0.477121    0.000000            N/A
escrib                            0.000000    0.477121    0.000000            N/A
escriba                           0.000000    0.477121    0.000000            N/A
escribir                          0.000000    0.477121    0.000000            N/A
escuchando                        0.000000    0.477121    0.000000            N/A
esfuerzo                          0.000000    0.477121    0.000000            N/A
espantarla                        0.000000    0.477121    0.000000            N/A
espejo                            0.000000    0.176091    0.000000            N/A
esperaba                          0.000000    0.477121    0.000000            N/A
esperara                          1.000000    0.477121    0.076490          2, 40
est                               0.000000    0.477121    0.000000            N/A
estar                             1.000000    0.000000    0.076490          1, 51
estrella                          0.000000    0.477121    0.000000            N/A
eterno                            0.000000    0.477121    0.000000            N/A
exactamente                       0.000000    0.477121    0.000000            N/A
existe                            0.000000    0.477121    0.000000            N/A
existencias                       0.000000    0.477121    0.000000            N/A
expandieron                       0.000000    0.477121    0.000000            N/A
extenda                           0.000000    0.477121    0.000000            N/A
fcil                              0.000000    0.477121    0.000000            N/A
fijo                              1.000000    0.477121    0.076490          0, 34
filtrarse                         1.000000    0.477121    0.076490          3, 11
final                             0.000000    0.477121    0.000000            N/A
finas                             0.000000    0.477121    0.000000            N/A
firmar                            0.000000    0.477121    0.000000            N/A
firmes                            0.000000    0.477121    0.000000            N/A
flotar                            1.000000    0.477121    0.076490          3, 26
fluir                             0.000000    0.477121    0.000000            N/A
fondo                             0.000000    0.477121    0.000000            N/A
forma                             0.000000    0.477121    0.000000            N/A
formaba                           1.000000    0.176091    0.076490          3, 20
fra                               0.000000    0.477121    0.000000            N/A
fracaso                           0.000000    0.477121    0.000000            N/A
fragmentos                        1.000000    0.176091    0.076490          0, 44
fresco                            0.000000    0.477121    0.000000            N/A
fro                               0.000000    0.477121    0.000000            N/A
fuera                             0.000000    0.477121    0.000000            N/A
fugaz                             0.000000    0.477121    0.000000            N/A
furia                             0.000000    0.477121    0.000000            N/A
golpe                             0.000000    0.477121    0.000000            N/A
gota                              1.301030    0.477121    0.099516          1, 19
gotas                             1.000000    0.477121    0.076490          0, 15
gratitud                          0.000000    0.477121    0.000000            N/A
guarda                            0.000000    0.477121    0.000000            N/A
guardaba                          0.000000    0.477121    0.000000            N/A
guardianes                        0.000000    0.477121    0.000000            N/A
guiara                            1.000000    0.477121    0.076490          0, 40
gustaba                           0.000000    0.477121    0.000000            N/A
haba                              1.778151    0.176091    0.136012           0, 0
haber                             1.000000    0.000000    0.076490          0, 54
habra                             0.000000    0.477121    0.000000            N/A
hacerte                           0.000000    0.477121    0.000000            N/A
hasta                             1.000000    0.000000    0.076490           3, 2
hierba                            0.000000    0.477121    0.000000            N/A
hierbas                           0.000000    0.477121    0.000000            N/A
hilera                            0.000000    0.477121    0.000000            N/A
historias                         0.000000    0.477121    0.000000            N/A
hmeda                             0.000000    0.176091    0.000000            N/A
hmedas                            1.000000    0.477121    0.076490           1, 8
hmedo                             1.000000    0.477121    0.076490          2, 50
hoja                              1.000000    0.477121    0.076490          4, 27
hojas                             1.000000    0.176091    0.076490          0, 19
hombro                            1.000000    0.477121    0.076490          1, 26
horarios                          0.000000    0.477121    0.000000            N/A
horas                             1.000000    0.477121    0.076490          4, 42
horizonte                         0.000000    0.477121    0.000000            N/A
hubiera                           0.000000    0.477121    0.000000            N/A
hundidas                          0.000000    0.477121    0.000000            N/A
igual                             1.000000    0.000000    0.076490           4, 7
imaginar                          0.000000    0.477121    0.000000            N/A
importaba                         0.000000    0.477121    0.000000            N/A
inmenso                           0.000000    0.176091    0.000000            N/A
insecto                           1.000000    0.477121    0.076490          4, 31
instante                          1.000000    0.477121    0.076490          3, 51
intentaban                        0.000000    0.477121    0.000000            N/A
interrupcin                       0.000000    0.477121    0.000000            N/A
intruso                           0.000000    0.477121    0.000000            N/A
invisible                         1.000000    0.477121    0.076490          1, 40
invitado                          0.000000    0.477121    0.000000            N/A
irregular                         0.000000    0.477121    0.000000            N/A
izquierda                         0.000000    0.477121    0.000000            N/A
juntar                            1.000000    0.477121    0.076490           2, 2
justo                             0.000000    0.477121    0.000000            N/A
lado                              0.000000    0.477121    0.000000            N/A
lago                              0.000000    0.477121    0.000000            N/A
le                                0.000000    0.477121    0.000000            N/A
lejano                            0.000000    0.477121    0.000000            N/A
lentitud                          1.000000    0.176091    0.076490          2, 19
lento                             0.000000    0.477121    0.000000            N/A
levant                            0.000000    0.477121    0.000000            N/A
levar                             1.000000    0.477121    0.076490           1, 4
liblula                           0.000000    0.477121    0.000000            N/A
ligero                            0.000000    0.477121    0.000000            N/A
limpio                            1.000000    0.477121    0.076490          3, 53
llamaron                          0.000000    0.477121    0.000000            N/A
llegando                          0.000000    0.477121    0.000000            N/A
llegar                            1.000000    0.477121    0.076490           3, 3
llegara                           0.000000    0.477121    0.000000            N/A
llegu                             0.000000    0.477121    0.000000            N/A
llena                             0.000000    0.477121    0.000000            N/A
lleno                             0.000000    0.477121    0.000000            N/A
llev                              0.000000    0.477121    0.000000            N/A
llevaban                          0.000000    0.477121    0.000000            N/A
llevar                            0.000000    0.477121    0.000000            N/A
llovido                           1.000000    0.477121    0.076490           0, 1
luego                             0.000000    0.477121    0.000000            N/A
lugar                             0.000000    0.477121    0.000000            N/A
luna                              0.000000    0.477121    0.000000            N/A
luz                               1.000000    0.176091    0.076490          3, 30
m                                 1.000000    0.000000    0.076490          2, 43
maana                             0.000000    0.477121    0.000000            N/A
madera                            1.000000    0.477121    0.076490          0, 28
manera                            1.000000    0.477121    0.076490          4, 16
mantena                           0.000000    0.477121    0.000000            N/A
mar                               0.000000    0.477121    0.000000            N/A
me                                1.778151    0.000000    0.136012          0, 39
mecan                             0.000000    0.477121    0.000000            N/A
mecindose                         0.000000    0.477121    0.000000            N/A
medida                            0.000000    0.477121    0.000000            N/A
medio                             1.000000    0.477121    0.076490          2, 46
menos                             0.000000    0.176091    0.000000            N/A
mi                                1.477121    0.176091    0.112986          1, 25
mide                              1.000000    0.477121    0.076490          4, 40
miraba                            1.000000    0.477121    0.076490          4, 19
mirada                            0.000000    0.477121    0.000000            N/A
mirar                             0.000000    0.477121    0.000000            N/A
mismo                             0.000000    0.477121    0.000000            N/A
mismos                            0.000000    0.477121    0.000000            N/A
mojada                            1.000000    0.477121    0.076490          0, 25
molestaba                         0.000000    0.477121    0.000000            N/A
momento                           0.000000    0.176091    0.000000            N/A
momentos                          0.000000    0.477121    0.000000            N/A
mostramos                         0.000000    0.477121    0.000000            N/A
moverse                           0.000000    0.477121    0.000000            N/A
movimiento                        0.000000    0.176091    0.000000            N/A
movimientos                       0.000000    0.477121    0.000000            N/A
ms                                0.000000    0.477121    0.000000            N/A
muchas                            0.000000    0.477121    0.000000            N/A
mundo                             1.301030    0.176091    0.099516          0, 11
murmuraban                        0.000000    0.477121    0.000000            N/A
musgo                             1.000000    0.477121    0.076490           2, 8
nada                              1.000000    0.000000    0.076490          2, 53
necesita                          0.000000    0.477121    0.000000            N/A
necesitaba                        0.000000    0.176091    0.000000            N/A
ni                                0.000000    0.176091    0.000000            N/A
ningn                             0.000000    0.477121    0.000000            N/A
no                                1.845098    0.000000    0.141132          1, 30
noche                             1.000000    0.176091    0.076490           0, 5
normalmente                       0.000000    0.477121    0.000000            N/A
notar                             0.000000    0.477121    0.000000            N/A
notarlos                          0.000000    0.477121    0.000000            N/A
nubes                             1.000000    0.477121    0.076490          0, 52
nuevo                             0.000000    0.477121    0.000000            N/A
nunca                             0.000000    0.176091    0.000000            N/A
o                                 0.000000    0.176091    0.000000            N/A
obligaba                          0.000000    0.477121    0.000000            N/A
observndolo                       1.000000    0.477121    0.076490          2, 25
ocultos                           0.000000    0.477121    0.000000            N/A
ocupados                          0.000000    0.477121    0.000000            N/A
ocupar                            0.000000    0.477121    0.000000            N/A
ola                               1.000000    0.176091    0.076490          0, 22
olas                              0.000000    0.176091    0.000000            N/A
oleaje                            0.000000    0.477121    0.000000            N/A
ondas                             0.000000    0.477121    0.000000            N/A
orilla                            0.000000    0.176091    0.000000            N/A
otra                              0.000000    0.477121    0.000000            N/A
paciencia                         1.000000    0.477121    0.076490          2, 17
palabras                          0.000000    0.477121    0.000000            N/A
pareca                            1.000000    0.176091    0.076490          3, 25
pareci                            0.000000    0.477121    0.000000            N/A
parezca                           0.000000    0.477121    0.000000            N/A
parte                             0.000000    0.176091    0.000000            N/A
pasar                             0.000000    0.477121    0.000000            N/A
pasara                            0.000000    0.477121    0.000000            N/A
paseo                             0.000000    0.477121    0.000000            N/A
paso                              1.000000    0.176091    0.076490           1, 1
pasos                             1.000000    0.477121    0.076490          2, 33
paz                               0.000000    0.477121    0.000000            N/A
peces                             0.000000    0.477121    0.000000            N/A
ped                               0.000000    0.477121    0.000000            N/A
peda                              0.000000    0.477121    0.000000            N/A
pedazos                           1.000000    0.477121    0.076490          0, 50
pedir                             0.000000    0.477121    0.000000            N/A
pendientes                        1.000000    0.477121    0.076490          3, 48
pens                              1.000000    0.000000    0.076490          2, 26
pensaba                           0.000000    0.477121    0.000000            N/A
pensamientos                      1.000000    0.477121    0.076490          3, 33
pensando                          0.000000    0.477121    0.000000            N/A
pensar                            0.000000    0.477121    0.000000            N/A
pequeas                           0.000000    0.477121    0.000000            N/A
pequeo                            1.000000    0.176091    0.076490          2, 13
pequeos                           0.000000    0.477121    0.000000            N/A
perderse                          0.000000    0.477121    0.000000            N/A
perfecto                          1.000000    0.477121    0.076490          3, 55
perfectos                         0.000000    0.477121    0.000000            N/A
permanec                          0.000000    0.477121    0.000000            N/A
permita                           0.000000    0.477121    0.000000            N/A
persegua                          1.000000    0.477121    0.076490          2, 55
pez                               0.000000    0.477121    0.000000            N/A
piedra                            1.000000    0.477121    0.076490          3, 38
pies                              0.000000    0.477121    0.000000            N/A
pino                              0.000000    0.477121    0.000000            N/A
pinos                             0.000000    0.477121    0.000000            N/A
pintando                          0.000000    0.477121    0.000000            N/A
pjaros                            0.000000    0.477121    0.000000            N/A
plana                             0.000000    0.477121    0.000000            N/A
plantas                           0.000000    0.477121    0.000000            N/A
poco                              0.000000    0.477121    0.000000            N/A
poda                              0.000000    0.176091    0.000000            N/A
pos                               0.000000    0.477121    0.000000            N/A
prado                             0.000000    0.477121    0.000000            N/A
precisin                          1.000000    0.477121    0.076490          2, 24
pregunt                           0.000000    0.477121    0.000000            N/A
preguntas                         0.000000    0.477121    0.000000            N/A
presente                          0.000000    0.477121    0.000000            N/A
prestarme                         0.000000    0.477121    0.000000            N/A
principio                         0.000000    0.477121    0.000000            N/A
prisa                             1.000000    0.176091    0.076490          3, 44
produca                           1.000000    0.477121    0.076490           1, 2
profunda                          0.000000    0.477121    0.000000            N/A
profundamente                     1.000000    0.477121    0.076490          3, 41
propio                            0.000000    0.477121    0.000000            N/A
provena                           0.000000    0.477121    0.000000            N/A
pureza                            0.000000    0.477121    0.000000            N/A
qu                                0.000000    0.477121    0.000000            N/A
que                               1.698970    0.000000    0.129955          0, 36
qued                              0.000000    0.477121    0.000000            N/A
quedado                           1.000000    0.477121    0.076490          0, 55
quera                             0.000000    0.477121    0.000000            N/A
querer                            0.000000    0.477121    0.000000            N/A
querra                            0.000000    0.477121    0.000000            N/A
quieta                            0.000000    0.477121    0.000000            N/A
quieto                            1.000000    0.176091    0.076490          1, 49
quietud                           0.000000    0.477121    0.000000            N/A
quit                              0.000000    0.477121    0.000000            N/A
quiz                              0.000000    0.477121    0.000000            N/A
races                             0.000000    0.477121    0.000000            N/A
rama                              0.000000    0.477121    0.000000            N/A
ramas                             1.301030    0.477121    0.099516           1, 7
rara                              0.000000    0.477121    0.000000            N/A
razn                              1.000000    0.477121    0.076490          2, 35
rboles                            0.000000    0.477121    0.000000            N/A
recin                             1.000000    0.477121    0.076490          0, 29
recordara                         1.000000    0.477121    0.076490          4, 33
recordatorio                      0.000000    0.477121    0.000000            N/A
recorrido                         0.000000    0.477121    0.000000            N/A
recta                             0.000000    0.477121    0.000000            N/A
reflejaban                        1.000000    0.477121    0.076490          0, 43
reflejando                        0.000000    0.477121    0.000000            N/A
regres                            1.000000    0.477121    0.076490           4, 1
regresar                          0.000000    0.477121    0.000000            N/A
regreso                           0.000000    0.477121    0.000000            N/A
reloj                             0.000000    0.477121    0.000000            N/A
reposo                            1.000000    0.477121    0.076490          1, 53
respir                            1.000000    0.477121    0.076490          3, 40
respiraba                         1.000000    0.477121    0.076490          1, 54
respiraciones                     0.000000    0.477121    0.000000            N/A
respirando                        0.000000    0.477121    0.000000            N/A
respirar                          0.000000    0.477121    0.000000            N/A
respuesta                         0.000000    0.176091    0.000000            N/A
restos                            0.000000    0.477121    0.000000            N/A
revelaba                          0.000000    0.477121    0.000000            N/A
ritmo                             0.000000    0.477121    0.000000            N/A
roca                              0.000000    0.477121    0.000000            N/A
rodeaba                           0.000000    0.477121    0.000000            N/A
rompan                            0.000000    0.477121    0.000000            N/A
rompi                             0.000000    0.477121    0.000000            N/A
rosados                           0.000000    0.477121    0.000000            N/A
rozaba                            0.000000    0.477121    0.000000            N/A
rozando                           1.000000    0.477121    0.076490          1, 24
rozara                            0.000000    0.477121    0.000000            N/A
rpida                             0.000000    0.477121    0.000000            N/A
rpido                             0.000000    0.477121    0.000000            N/A
ruido                             0.000000    0.477121    0.000000            N/A
rumbo                             1.000000    0.477121    0.076490          0, 33
s                                 0.000000    0.477121    0.000000            N/A
saba                              0.000000    0.176091    0.000000            N/A
sal                               1.000000    0.477121    0.076490           0, 7
salado                            0.000000    0.477121    0.000000            N/A
salir                             0.000000    0.477121    0.000000            N/A
salt                              0.000000    0.477121    0.000000            N/A
saltaban                          0.000000    0.477121    0.000000            N/A
se                                1.477121    0.000000    0.112986          0, 53
seco                              0.000000    0.477121    0.000000            N/A
segn                              0.000000    0.477121    0.000000            N/A
segu                              1.000000    0.176091    0.076490           3, 0
segua                             1.000000    0.176091    0.076490           4, 6
seguan                            0.000000    0.176091    0.000000            N/A
segundos                          0.000000    0.477121    0.000000            N/A
sendero                           1.000000    0.176091    0.076490           4, 3
sensacin                          0.000000    0.176091    0.000000            N/A
sent                              1.000000    0.000000    0.076490          3, 35
senta                             0.000000    0.477121    0.000000            N/A
sentir                            0.000000    0.477121    0.000000            N/A
serenar                           0.000000    0.176091    0.000000            N/A
siempre                           0.000000    0.477121    0.000000            N/A
silenciar                         1.301030    0.176091    0.099516          1, 35
silencios                         1.000000    0.477121    0.076490          4, 46
silenciosa                        0.000000    0.477121    0.000000            N/A
silencioso                        0.000000    0.477121    0.000000            N/A
sino                              1.301030    0.176091    0.099516          2, 23
sinti                             0.000000    0.477121    0.000000            N/A
siquiera                          0.000000    0.477121    0.000000            N/A
sol                               1.000000    0.176091    0.076490           3, 8
sonido                            0.000000    0.176091    0.000000            N/A
suave                             0.000000    0.477121    0.000000            N/A
suavemente                        0.000000    0.176091    0.000000            N/A
suavidad                          1.000000    0.477121    0.076490          1, 12
suelo                             1.301030    0.176091    0.099516          0, 59
supe                              0.000000    0.477121    0.000000            N/A
superficie                        1.000000    0.000000    0.076490          2, 11
suspendidas                       1.000000    0.477121    0.076490          0, 16
suspendido                        1.000000    0.477121    0.076490          3, 52
tal                               0.000000    0.477121    0.000000            N/A
tambin                            1.000000    0.477121    0.076490          4, 44
tan                               0.000000    0.477121    0.000000            N/A
tantas                            0.000000    0.477121    0.000000            N/A
tanto                             0.000000    0.477121    0.000000            N/A
tantos                            0.000000    0.477121    0.000000            N/A
tareas                            1.000000    0.477121    0.076490          3, 47
temblaban                         0.000000    0.477121    0.000000            N/A
temprano                          0.000000    0.477121    0.000000            N/A
tena                              0.000000    0.176091    0.000000            N/A
tendido                           0.000000    0.477121    0.000000            N/A
tenue                             1.000000    0.477121    0.076490          3, 23
terminaba                         0.000000    0.477121    0.000000            N/A
tierra                            1.000000    0.176091    0.076490          0, 24
tocaba                            0.000000    0.477121    0.000000            N/A
tocado                            0.000000    0.477121    0.000000            N/A
toda                              1.000000    0.477121    0.076490           0, 3
todas                             0.000000    0.477121    0.000000            N/A
tonos                             0.000000    0.477121    0.000000            N/A
torpeza                           1.000000    0.477121    0.076490          2, 22
tranquila                         0.000000    0.477121    0.000000            N/A
tranquilo                         0.000000    0.477121    0.000000            N/A
tronco                            1.000000    0.477121    0.076490           2, 5
vacar                             0.000000    0.477121    0.000000            N/A
valioso                           0.000000    0.477121    0.000000            N/A
vapor                             1.000000    0.477121    0.076490          3, 17
vea                               0.000000    0.477121    0.000000            N/A
veces                             1.000000    0.000000    0.076490          2, 29
velar                             1.000000    0.477121    0.076490          3, 22
vena                              0.000000    0.477121    0.000000            N/A
ventar                            1.000000    0.176091    0.076490          1, 32
ver                               0.000000    0.477121    0.000000            N/A
vereda                            0.000000    0.477121    0.000000            N/A
verlo                             0.000000    0.477121    0.000000            N/A
vez                               1.000000    0.176091    0.076490          1, 15
vida                              1.000000    0.000000    0.076490          1, 39
vidas                             0.000000    0.477121    0.000000            N/A
vidrio                            0.000000    0.477121    0.000000            N/A
vigilantes                        0.000000    0.477121    0.000000            N/A
visita                            0.000000    0.477121    0.000000            N/A
vista                             0.000000    0.477121    0.000000            N/A
visto                             0.000000    0.477121    0.000000            N/A
volva                             0.000000    0.477121    0.000000            N/A
volver                            0.000000    0.477121    0.000000            N/A
volvi                             0.000000    0.477121    0.000000            N/A
vuelo                             0.000000    0.477121    0.000000            N/A
vuelta                            0.000000    0.477121    0.000000            N/A
xito                              0.000000    0.477121    0.000000            N/A
y                                 1.698970    0.000000    0.129955          0, 26
ya                                0.000000    0.176091    0.000000            N/A
zapatos                           0.000000    0.477121    0.000000            N/A
ése                              1.000000    0.000000    0.076490          3, 50


=========================== documents/esp-03.txt ==========================

Term                                    TF         IDF       TFIDF          Index
------------------------------------------------------------------------------------------
a                                 1.477121    0.000000    0.117368          1, 22
abajo                             1.000000    0.477121    0.079457          2, 46
abr                               0.000000    0.477121    0.000000            N/A
abrieron                          0.000000    0.477121    0.000000            N/A
aceptacin                         0.000000    0.477121    0.000000            N/A
agotan                            1.000000    0.477121    0.079457          0, 36
agua                              1.301030    0.176091    0.103376          0, 45
agujas                            0.000000    0.477121    0.000000            N/A
ah                                1.000000    0.477121    0.079457          3, 34
ahora                             0.000000    0.477121    0.000000            N/A
aire                              1.000000    0.000000    0.079457          3, 37
alas                              0.000000    0.477121    0.000000            N/A
algn                              1.000000    0.477121    0.079457          4, 54
algo                              1.301030    0.000000    0.103376          4, 41
all                               0.000000    0.176091    0.000000            N/A
alta                              1.000000    0.477121    0.079457          0, 19
altas                             0.000000    0.477121    0.000000            N/A
alto                              0.000000    0.176091    0.000000            N/A
alz                               0.000000    0.477121    0.000000            N/A
alzaba                            0.000000    0.477121    0.000000            N/A
amanecer                          0.000000    0.477121    0.000000            N/A
amplio                            0.000000    0.477121    0.000000            N/A
an                                0.000000    0.176091    0.000000            N/A
ancho                             0.000000    0.477121    0.000000            N/A
andando                           0.000000    0.477121    0.000000            N/A
antiguas                          1.000000    0.477121    0.079457          0, 32
apenas                            0.000000    0.477121    0.000000            N/A
aprenda                           0.000000    0.477121    0.000000            N/A
apurado                           0.000000    0.477121    0.000000            N/A
aquella                           0.000000    0.477121    0.000000            N/A
arena                             1.000000    0.477121    0.079457          1, 34
as                                0.000000    0.477121    0.000000            N/A
asomaba                           0.000000    0.477121    0.000000            N/A
atencin                           0.000000    0.477121    0.000000            N/A
atentar                           0.000000    0.477121    0.000000            N/A
atraa                             0.000000    0.477121    0.000000            N/A
atrapados                         0.000000    0.477121    0.000000            N/A
atrs                              0.000000    0.477121    0.000000            N/A
aunque                            1.000000    0.000000    0.079457          4, 27
avanzaba                          0.000000    0.176091    0.000000            N/A
bastaba                           1.000000    0.176091    0.079457          3, 31
belleza                           0.000000    0.477121    0.000000            N/A
blanca                            1.000000    0.477121    0.079457          0, 20
bolgrafo                          0.000000    0.477121    0.000000            N/A
borde                             0.000000    0.477121    0.000000            N/A
bosque                            0.000000    0.477121    0.000000            N/A
brillaba                          0.000000    0.477121    0.000000            N/A
brillaban                         0.000000    0.477121    0.000000            N/A
brillando                         0.000000    0.477121    0.000000            N/A
brillante                         1.000000    0.477121    0.079457           3, 8
brisa                             0.000000    0.477121    0.000000            N/A
buscarla                          0.000000    0.477121    0.000000            N/A
caa                               0.000000    0.477121    0.000000            N/A
calma                             1.000000    0.176091    0.079457          2, 26
cambi                             0.000000    0.477121    0.000000            N/A
cambiar                           0.000000    0.477121    0.000000            N/A
camin                             1.301030    0.176091    0.103376           0, 2
caminar                           0.000000    0.477121    0.000000            N/A
caminata                          0.000000    0.477121    0.000000            N/A
camino                            0.000000    0.477121    0.000000            N/A
cantar                            1.000000    0.477121    0.079457          1, 45
caracol                           0.000000    0.477121    0.000000            N/A
cargado                           0.000000    0.477121    0.000000            N/A
casa                              0.000000    0.477121    0.000000            N/A
casi                              0.000000    0.477121    0.000000            N/A
cerca                             0.000000    0.477121    0.000000            N/A
cerr                              0.000000    0.477121    0.000000            N/A
chapotear                         0.000000    0.477121    0.000000            N/A
charcos                           0.000000    0.477121    0.000000            N/A
cielo                             1.301030    0.000000    0.103376          0, 12
claro                             0.000000    0.477121    0.000000            N/A
clase                             0.000000    0.477121    0.000000            N/A
clido                             0.000000    0.477121    0.000000            N/A
cmo                               0.000000    0.477121    0.000000            N/A
colgaba                           1.000000    0.477121    0.079457          0, 18
coloridas                         0.000000    0.477121    0.000000            N/A
